"Word","Length","Freq_KF","Freq_HAL","BG_Freq_By_Pos"
"gatepost","8","NULL","2","1933"
"gateways","8","1","2781","1698"
"gathered","8","32","5341","3758"
"gauntlet","8","2","5029","1614"
"Gaussian","8","2","457","1558"
"gazettes","8","1","15","1583"
"forgiven","8","6","1509","1996"
"forklift","8","1","103","1770"
"formally","8","18","2770","2077"
"formerly","8","28","8094","3067"
"formless","8","NULL","166","2949"
"formulae","8","5","785","1743"
"formulas","8","22","2260","1818"
"forsaken","8","2","859","1897"
"forsakes","8","1","20","2072"
"forsooth","8","NULL","49","1612"
"forswear","8","NULL","19","1678"
"fortieth","8","NULL","26","2491"
"founders","8","6","2536","2764"
"fortress","8","6","3082","2941"
"fortunes","8","6","1020","2599"
"forwards","8","NULL","1898","1578"
"fostered","8","7","451","4505"
"founding","8","16","4317","3343"
"fountain","8","18","4302","2638"
"foureyes","8","NULL","0","2283"
"fourfold","8","NULL","38","1262"
"foursome","8","1","202","1536"
"fourteen","8","31","1765","2338"
"foxglove","8","NULL","423","720"
"foxholes","8","2","50","1737"
"foxhound","8","NULL","24","866"
"fraction","8","23","5560","2800"
"fracture","8","1","803","2003"
"fragment","8","6","14674","2168"
"fragrant","8","3","517","2403"
"frailest","8","1","2","3202"
"France's","8","6","404","2210"
"frankest","8","1","1","2876"
"Franklin","8","30","6288","2969"
"freeborn","8","NULL","51","1777"
"fraulein","8","NULL","30","2942"
"frazzled","8","1","91","2413"
"freakish","8","1","115","1953"
"freckled","8","1","95","2858"
"freckles","8","3","254","2666"
"freedman","8","NULL","891","2145"
"freedmen","8","3","55","2228"
"freedoms","8","3","3071","1766"
"freehand","8","3","1210","1888"
"freeload","8","NULL","25","1924"
"freeways","8","5","408","1602"
"freewill","8","NULL","123","1731"
"freezers","8","1","65","2500"
"freezing","8","15","3109","3111"
"freights","8","1","68","1480"
"frenetic","8","1","122","2816"
"frenzied","8","1","308","2255"
"frequent","8","34","9855","1953"
"frescoed","8","1","1","2216"
"frescoes","8","3","27","2024"
"freshman","8","8","2492","1997"
"freshmen","8","3","687","2080"
"fretting","8","2","214","3623"
"Freudian","8","3","633","1896"
"friction","8","17","2756","2410"
"Friday's","8","2","717","1347"
"friendly","8","61","17486","1901"
"friend's","8","2","4269","1934"
"frighten","8","11","718","2037"
"fritters","8","1","71","2958"
"frizzled","8","1","9","2154"
"frontage","8","7","186","2024"
"frontier","8","30","4646","2872"
"frosting","8","1","374","3953"
"frothier","8","1","2","2522"
"fleeting","8","7","470","3351"
"flexible","8","25","9484","1061"
"flicking","8","1","469","2807"
"flippant","8","1","281","1492"
"flippers","8","1","359","2120"
"flipping","8","2","1753","2669"
"flitting","8","1","83","3259"
"floating","8","12","11425","3360"
"flocking","8","1","238","2912"
"flooding","8","2","2042","2803"
"floodlit","8","1","9","1555"
"flooring","8","7","311","3443"
"Florence","8","5","1514","2404"
"flotilla","8","1","1248","1982"
"flounder","8","1","268","1899"
"flourish","8","5","924","1874"
"flouting","8","1","54","3236"
"flowered","8","3","148","3400"
"flower's","8","1","39","2512"
"fluently","8","1","363","1620"
"fluidity","8","NULL","153","1382"
"fluoride","8","2","1453","1681"
"fluorine","8","1","217","2631"
"flurried","8","1","1","2204"
"flushing","8","4","1003","2714"
"flypaper","8","NULL","23","1110"
"flywheel","8","NULL","325","867"
"focusing","8","6","4258","2816"
"focussed","8","3","848","1986"
"foldaway","8","NULL","6","1130"
"folklike","8","1","3","1487"
"folklore","8","28","1972","1519"
"folktale","8","NULL","62","1778"
"follicle","8","NULL","347","2532"
"followed","8","172","30823","2629"
"follower","8","3","1368","2369"
"fondness","8","4","593","3108"
"foodless","8","NULL","5","2669"
"football","8","36","17788","1677"
"footbath","8","NULL","1","1840"
"foothill","8","1","395","1799"
"foothold","8","NULL","332","1657"
"footmark","8","NULL","0","1578"
"footnote","8","3","1414","1761"
"footpath","8","1","73","1816"
"footrace","8","NULL","21","2142"
"footsore","8","NULL","2","1723"
"footstep","8","3","55","2151"
"footsure","8","NULL","0","1588"
"footwear","8","1","446","1477"
"footwork","8","1","491","1384"
"foraging","8","3","119","3330"
"forbears","8","2","38","1856"
"Forbes's","8","1","146","2246"
"forceful","8","8","675","1739"
"forcibly","8","3","1129","1698"
"forearms","8","1","439","2222"
"forebear","8","NULL","15","2143"
"forebode","8","NULL","2","1995"
"forecast","8","10","3069","2365"
"foregone","8","1","181","2279"
"forehand","8","NULL","263","2171"
"forehead","8","16","2401","2163"
"foremast","8","NULL","15","2341"
"foremost","8","12","2224","2146"
"forensic","8","7","864","2905"
"forepaws","8","1","38","1809"
"foreplay","8","NULL","493","2069"
"foreseen","8","8","292","2812"
"foreskin","8","NULL","2844","2981"
"forester","8","NULL","338","3547"
"forestry","8","1","1252","2811"
"foretell","8","1","80","2705"
"forewarn","8","NULL","25","2056"
"foreword","8","NULL","548","2028"
"fibrosis","8","6","218","1479"
"fiddling","8","1","1115","2927"
"fidelity","8","8","2662","2106"
"fielders","8","2","109","1969"
"fielding","8","3","962","2548"
"fiendish","8","1","224","1406"
"fiercely","8","4","585","1438"
"fiercest","8","1","70","2075"
"fiftieth","8","1","98","1508"
"fighters","8","16","7728","2508"
"fighting","8","72","25177","3123"
"figurine","8","NULL","215","2512"
"figuring","8","6","3067","3042"
"filament","8","1","679","1837"
"filberts","8","2","19","2335"
"filigree","8","1","34","1661"
"Filipino","8","2","1483","2197"
"fillings","8","3","480","3562"
"filtered","8","6","1536","3936"
"filtrate","8","NULL","21","2615"
"finalist","8","1","512","2332"
"finality","8","4","137","2224"
"finalize","8","NULL","289","1937"
"financed","8","16","1494","2411"
"finances","8","6","1663","2219"
"findings","8","34","5550","3460"
"fineness","8","1","36","2856"
"fingered","8","3","784","3930"
"finished","8","87","23192","2559"
"finisher","8","1","227","2299"
"finishes","8","2","2179","2367"
"firearms","8","7","7939","1691"
"fireball","8","NULL","4216","1746"
"firebird","8","NULL","911","1386"
"firebomb","8","NULL","108","1369"
"fireside","8","1","294","2060"
"firewood","8","NULL","329","1318"
"firmness","8","4","234","1946"
"fishbone","8","NULL","212","1939"
"fishcake","8","NULL","3","1492"
"fishpond","8","1","12","1765"
"fitfully","8","1","40","1055"
"fittings","8","1","535","3339"
"fivefold","8","NULL","22","1069"
"fixation","8","NULL","674","1894"
"fixative","8","NULL","32","1428"
"fixtures","8","3","695","1660"
"flagella","8","NULL","11","1723"
"flagpole","8","NULL","154","1451"
"flagrant","8","3","756","2138"
"flagship","8","NULL","1482","1309"
"flailing","8","3","319","3442"
"flappers","8","1","21","2466"
"flapping","8","4","346","3015"
"flamenco","8","NULL","891","2088"
"flamingo","8","NULL","580","3144"
"flanking","8","1","386","3295"
"flannels","8","1","32","1911"
"flapjack","8","NULL","139","1255"
"flashing","8","6","2705","3142"
"flatfeet","8","NULL","0","1402"
"flatfoot","8","NULL","10","1364"
"flathead","8","1","109","2024"
"flatness","8","8","146","2389"
"flattery","8","3","392","2938"
"flattest","8","1","47","2875"
"flaunted","8","2","156","2536"
"flautist","8","1","24","2153"
"flavored","8","2","585","2528"
"flawless","8","2","1035","2569"
"flaxseed","8","3","37","1926"
"fleabite","8","NULL","0","1992"
"fleawort","8","1","0","1249"
"fleetest","8","1","3","2580"
"failures","8","4","4303","2072"
"faintest","8","3","359","2839"
"fairness","8","6","2834","1955"
"fairways","8","2","111","924"
"faithful","8","12","3545","1314"
"falconry","8","NULL","218","1567"
"fallible","8","1","297","2249"
"falsetto","8","NULL","162","1778"
"faltered","8","3","153","4112"
"familial","8","4","358","1987"
"familiar","8","72","26893","1909"
"families","8","68","18151","2254"
"family's","8","6","1303","1382"
"fanatics","8","2","2105","2346"
"fanciful","8","2","347","1719"
"fancying","8","1","10","3030"
"fanlight","8","NULL","6","1607"
"fantasia","8","2","643","2298"
"farewell","8","14","1551","2221"
"farmer's","8","7","455","3340"
"farmhand","8","NULL","19","2032"
"farmland","8","1","312","2214"
"farmyard","8","NULL","27","1845"
"farthest","8","3","602","3200"
"farthing","8","NULL","97","3767"
"fascists","8","2","1272","1895"
"fashions","8","5","924","1523"
"fastened","8","14","871","3823"
"fastener","8","NULL","98","3563"
"fatigued","8","3","231","2183"
"fatalism","8","NULL","122","2181"
"fatalist","8","NULL","94","2409"
"fatality","8","1","1187","2301"
"fathered","8","2","225","3814"
"fatherly","8","1","83","2847"
"father's","8","38","4586","2926"
"fatigues","8","2","156","1991"
"Faulkner","8","21","694","1448"
"Faustian","8","1","76","2197"
"favoring","8","4","642","3121"
"favorite","8","41","37480","2266"
"fearless","8","7","1011","3096"
"fearsome","8","1","1222","1856"
"feasible","8","15","3262","1898"
"feasting","8","1","131","3910"
"feathers","8","14","1784","3014"
"feathery","8","1","78","2921"
"featured","8","8","6765","2758"
"features","8","80","53511","2566"
"February","8","45","60969","817"
"federals","8","1","78","2936"
"federate","8","NULL","14","3674"
"feigning","8","1","149","2466"
"feedback","8","3","16363","910"
"feedings","8","1","308","2713"
"feelings","8","61","17008","2924"
"feldspar","8","NULL","98","1152"
"Felice's","8","1","4","1704"
"felicity","8","4","280","1951"
"fellatio","8","NULL","199","2777"
"female's","8","3","409","1900"
"feminine","8","10","2642","2733"
"feminism","8","NULL","3062","1858"
"feminist","8","1","4772","2086"
"ferocity","8","NULL","200","1839"
"ferreted","8","1","18","3229"
"ferryman","8","NULL","50","1759"
"fervency","8","NULL","4","2020"
"festival","8","27","9122","2493"
"fetching","8","3","558","2843"
"feverish","8","4","249","2955"
"exhausts","8","1","197","1260"
"exhibits","8","16","2033","1207"
"existent","8","5","420","2368"
"existing","8","60","31565","3393"
"exorcise","8","1","134","1506"
"exorcism","8","NULL","238","1365"
"exorcist","8","NULL","1671","1593"
"exorcize","8","NULL","5","1198"
"expanded","8","20","7948","2357"
"expected","8","187","34828","2599"
"expedite","8","NULL","696","2292"
"expelled","8","5","1584","2711"
"expended","8","12","675","2745"
"expenses","8","47","8057","2507"
"explains","8","20","10431","2236"
"explicit","8","24","7232","2037"
"exploded","8","8","2295","2177"
"explodes","8","1","976","1985"
"exploits","8","4","902","1619"
"explored","8","11","2284","2581"
"explorer","8","4","5911","2321"
"explores","8","1","929","2389"
"exponent","8","NULL","803","2070"
"exported","8","3","2517","2636"
"exposing","8","4","2629","2848"
"exposure","8","25","13747","1262"
"extended","8","55","20378","2952"
"extensor","8","1","23","2223"
"exterior","8","8","3034","3530"
"external","8","43","31477","3178"
"extracts","8","4","1346","1768"
"eyepiece","8","1","536","775"
"extremes","8","9","1796","2345"
"extruded","8","9","191","2027"
"exultant","8","NULL","51","1530"
"eyeliner","8","NULL","153","2642"
"eyeballs","8","1","450","651"
"eyebrows","8","9","1168","344"
"eyeglass","8","NULL","83","765"
"eyesight","8","1","577","731"
"eyeteeth","8","1","9","1126"
"eyetooth","8","NULL","1","620"
"fabulous","8","6","3451","1018"
"faceless","8","1","733","2816"
"facility","8","11","14204","1944"
"factions","8","6","1739","1932"
"factious","8","NULL","2","1753"
"erupting","8","1","218","2697"
"eruption","8","2","2905","1604"
"escalate","8","NULL","504","1966"
"escapade","8","1","169","699"
"escapees","8","1","69","1289"
"escape's","8","1","4","866"
"escaping","8","5","1442","2274"
"escapism","8","NULL","119","869"
"escapist","8","1","105","1097"
"eschewed","8","1","81","1405"
"escorted","8","5","786","2283"
"esoteric","8","4","1839","3047"
"especial","8","NULL","976","1412"
"espousal","8","1","15","913"
"espoused","8","2","410","1597"
"espouses","8","1","185","1405"
"espresso","8","NULL","1543","1929"
"essences","8","2","153","1873"
"esteemed","8","3","782","2013"
"esthetic","8","3","164","1914"
"estimate","8","39","8772","1915"
"estrange","8","NULL","16","2053"
"eternity","8","6","2985","1435"
"ethereal","8","3","528","2311"
"ethicist","8","2","30","1231"
"Ethiopia","8","NULL","1001","596"
"Euclid's","8","2","67","1121"
"Eugene's","8","2","48","1328"
"eugenics","8","NULL","421","1326"
"eulogize","8","1","8","734"
"euphoria","8","2","532","1324"
"euphoric","8","1","282","1436"
"Eurasian","8","1","177","1817"
"European","8","61","33102","1503"
"Europe's","8","3","833","1265"
"evacuate","8","1","472","1780"
"evaluate","8","13","7252","1673"
"evasions","8","1","96","1261"
"evenings","8","15","3041","2661"
"eventful","8","NULL","110","1019"
"eventual","8","11","2227","1252"
"evermore","8","NULL","205","1402"
"everyday","8","12","7270","1025"
"everyone","8","94","119257","1446"
"eviction","8","NULL","219","1678"
"evidence","8","204","62334","1541"
"evolving","8","2","2245","2108"
"evildoer","8","NULL","42","1073"
"exacting","8","2","405","3277"
"exerting","8","2","371","3484"
"exertion","8","1","447","2391"
"exalting","8","1","35","3142"
"examined","8","28","4425","3160"
"examiner","8","14","963","2900"
"examines","8","1","1080","2968"
"examples","8","53","30501","1940"
"excavate","8","NULL","88","1902"
"exceeded","8","5","1984","2571"
"excerpts","8","5","7480","2372"
"excesses","8","3","760","2194"
"exchange","8","70","36266","2079"
"excision","8","NULL","70","1954"
"exciting","8","29","14495","3350"
"exclaims","8","1","219","1104"
"excluded","8","8","3617","1814"
"excludes","8","3","1064","1622"
"executed","8","14","7558","2162"
"executor","8","2","1206","1369"
"exemplar","8","2","199","1211"
"exercise","8","58","19538","1736"
"exhaling","8","1","112","3063"
"endogamy","8","3","37","1027"
"endorsed","8","4","2177","2487"
"enduring","8","10","1363","3243"
"energies","8","11","1907","1899"
"energize","8","NULL","167","1277"
"enervate","8","NULL","160","2180"
"enfeeble","8","NULL","4","1179"
"enforced","8","20","3683","2072"
"enforces","8","1","502","1880"
"engaging","8","8","3092","2487"
"engender","8","2","255","2112"
"engineer","8","42","47390","2064"
"engine's","8","2","179","1709"
"engraved","8","4","657","1912"
"engraver","8","1","59","1652"
"engulfed","8","5","432","1547"
"enhanced","8","5","10962","1902"
"enhances","8","1","1077","1710"
"enjoined","8","5","152","2702"
"enjoying","8","17","6712","2218"
"enlarged","8","7","1007","1902"
"enlisted","8","11","1021","2852"
"enmeshed","8","2","104","2250"
"enmities","8","1","10","2322"
"enormity","8","1","186","1415"
"enormous","8","37","7583","1124"
"enriched","8","2","823","2333"
"enrolled","8","9","1667","2262"
"ensemble","8","11","3102","1502"
"enshrine","8","NULL","56","2520"
"enshroud","8","NULL","5","1143"
"enslaved","8","1","860","1951"
"ensuring","8","2","2452","3173"
"entangle","8","NULL","94","2036"
"entitled","8","56","12629","2865"
"entering","8","24","8869","5039"
"enthrone","8","NULL","1","1858"
"enticing","8","1","379","3468"
"entirely","8","91","26379","2011"
"entirety","8","7","3027","1939"
"entities","8","11","6504","2900"
"entitles","8","4","426","2673"
"entombed","8","1","219","2067"
"entrails","8","NULL","317","1818"
"entrance","8","57","6373","2224"
"entreaty","8","NULL","16","2537"
"entrench","8","NULL","63","2531"
"entwined","8","2","183","3141"
